# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 19 03:41:26 2023
#
# User ID:         asafka7a
#
# User preference: third*
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr not null
# CONSTRAINT:  and pl_densstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_agestr not null
# CONSTRAINT:  and sy_diststr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
Kepler-474 b,0,5.66067294,0.00000373,-0.00000373,0,0.060600,,,0,0.273,0.043,-0.033,0,0.03020,,,0,M-R relationship,1.840000,,,0,0.000000,,,0,,1.08,0.17,-0.12,0,0.99,0.05,-0.05,0,6.760,2.090,-3.440,0,841.4960000,10.9990000,-10.9990000
Kepler-475 b,0,3.10550819,0.00000104,-0.00000104,0,0.039900,,,0,0.222,0.004,-0.016,0,0.02130,,,0,M-R relationship,2.410000,,,0,0.000000,,,0,,0.79,0.02,-0.01,0,0.86,0.03,-0.03,0,2.690,1.900,-1.190,0,280.0690000,1.1730000,-1.1620000
Kepler-476 b,0,14.00640607,0.00001794,-0.00001794,0,0.112600,,,0,0.275,0.045,-0.027,0,0.03050,,,0,M-R relationship,1.820000,,,0,0.000000,,,0,,1.09,0.16,-0.10,0,1.03,0.05,-0.04,0,5.370,2.300,-2.800,0,813.5350000,,
Kepler-477 b,0,11.11990653,0.00001160,-0.00001160,0,0.091100,,,0,0.185,0.016,-0.011,0,0.01550,,,0,M-R relationship,3.060000,,,0,0.000000,,,0,,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,2.090,1.330,-0.737,0,367.0000000,10.1550000,-11.2290000
Kepler-478 b,0,13.22175760,0.00001390,-0.00001390,0,0.103200,,,0,0.242,0.008,-0.029,0,0.02450,,,0,M-R relationship,2.150000,,,0,0.000000,,,0,,0.80,0.03,-0.02,0,0.85,0.03,-0.04,0,4.900,3.190,-2.700,0,420.0000000,14.5370000,-13.9950000
Kepler-479 b,0,12.49341307,0.00001360,-0.00001360,0,0.099400,,,0,0.189,0.008,-0.006,0,0.01620,,,0,M-R relationship,2.960000,,,0,0.000000,,,0,,0.81,0.03,-0.02,0,0.86,0.03,-0.04,0,4.270,3.110,-2.310,0,344.9010000,1.9660000,-1.9660000
Kepler-48 b,0,4.77800000,,,0,0.052800,,,0,0.168,0.009,-0.009,0,0.01240,0.00661,-0.00661,0,Mass,3.230000,1.840000,-1.840000,0,0.000000,,,0,,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,3.140,,,0,306.7380000,1.8250000,-1.8040000
Kepler-48 c,0,9.67395000,,,0,0.084500,,,0,0.242,0.012,-0.012,0,0.04597,0.00724,-0.00724,0,Mass,4.010000,0.910000,-0.910000,0,0.000000,,,0,,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,3.140,,,0,306.7380000,1.8250000,-1.8040000
Kepler-48 d,0,42.89610000,,,0,0.227900,,,0,0.182,0.010,-0.010,0,0.02500,0.01450,-0.01450,0,Mass,5.080000,3.120000,-3.120000,0,0.000000,,,0,,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,3.140,,,0,306.7380000,1.8250000,-1.8040000
Kepler-480 b,0,4.91958380,0.00000490,-0.00000490,0,0.060500,,,0,0.248,0.026,-0.019,0,0.02560,,,0,M-R relationship,2.080000,,,0,0.000000,,,0,,1.34,0.14,-0.10,0,1.25,0.05,-0.04,0,2.340,0.669,-0.774,0,847.5080000,11.5770000,-11.2740000
Kepler-481 b,0,10.06082567,0.00001522,-0.00001522,0,0.089400,,,0,0.223,0.033,-0.026,0,0.02140,,,0,M-R relationship,2.390000,,,0,0.000000,,,0,,1.09,0.16,-0.11,0,1.01,0.04,-0.04,0,6.170,1.930,-3.250,0,813.7240000,11.7840000,-11.7840000
Kepler-482 b,0,56.35418576,0.00009371,-0.00009371,0,0.253700,,,0,0.211,0.033,-0.012,0,0.01940,,,0,M-R relationship,2.580000,,,0,0.000000,,,0,,0.72,0.03,-0.03,0,0.75,0.04,-0.04,0,6.030,5.430,-3.880,0,313.0680000,2.2585000,-2.2585000
Kepler-483 b,0,30.22910400,0.00007851,-0.00007851,0,0.207200,,,0,0.286,0.061,-0.038,0,0.03270,,,0,M-R relationship,1.730000,,,0,0.000000,,,0,,1.47,0.31,-0.19,0,1.28,0.10,-0.07,0,2.630,0.420,-0.794,0,860.3550000,10.1830000,-10.1830000
Kepler-484 b,0,10.04556931,0.00000720,-0.00000720,0,0.089600,,,0,0.203,0.006,-0.004,0,0.01830,,,0,M-R relationship,2.700000,,,0,0.000000,,,0,,0.87,0.02,-0.02,0,0.96,0.02,-0.03,0,1.480,0.654,-0.326,0,382.1360000,2.8190000,-2.7790000
Kepler-485 b,0,3.24325980,0.00000018,-0.00000018,0,0.043300,,,0,1.286,0.302,-0.145,0,112.00000,,,0,M-R relationship,65.200000,,,0,0.000000,,,0,,1.09,0.26,-0.12,0,1.07,0.08,-0.07,0,3.720,2.000,-2.020,0,1140.9500000,26.3150000,-26.3150000
Kepler-487 c,0,38.65199760,0.00025170,-0.00025170,0,0.214100,,,0,0.239,0.016,-0.044,0,0.02410,,,0,M-R relationship,2.180000,,,0,0.000000,,,0,,0.88,0.05,-0.04,0,0.91,0.04,-0.04,0,5.620,3.970,-3.360,0,872.3430000,21.3350000,-20.3560000
Kepler-487 d,0,2.41839004,,,0,0.033700,,,0,0.248,,,0,0.02560,,,0,M-R relationship,2.090000,,,0,0.000000,,,0,,0.89,0.09,-0.07,0,0.87,0.06,-0.05,0,3.400,3.500,-3.500,0,872.3430000,21.3350000,-20.3560000
Kepler-488 b,0,3.12082923,0.00000038,-0.00000038,0,0.042800,,,0,1.409,0.343,-0.135,0,124.00000,,,0,M-R relationship,55.000000,,,0,0.000000,,,0,,1.09,0.27,-0.10,0,1.07,0.07,-0.07,0,3.470,2.020,-1.770,0,1145.2800000,29.9000000,-28.4300000
Kepler-489 b,0,17.27629612,0.00000245,-0.00000245,0,0.120900,,,0,0.689,0.015,-0.018,0,0.14500,,,0,M-R relationship,0.551000,,,0,0.000000,,,0,,0.76,0.02,-0.02,0,0.82,0.03,-0.03,0,3.310,2.620,-1.560,0,369.6450000,2.2970000,-2.2970000
Kepler-49 b,0,7.20379450,0.00002200,-0.00002200,0,0.059290,0.002270,-0.002270,0,0.243,,,0,0.02700,0.00600,-0.00500,0,Mass,3.400000,0.900000,-0.900000,0,0.000000,,,0,M1 V,0.53,,,0,0.55,,,0,2.880,3.660,-1.350,0,311.2220000,2.5300000,-2.4900000
Kepler-49 c,0,10.91293430,0.00006900,-0.00006900,0,0.078210,0.003000,-0.003000,0,0.227,,,0,0.01856,0.00472,-0.00472,0,Mass,1.300000,0.600000,-0.500000,0,0.000000,,,0,M1 V,0.53,,,0,0.55,,,0,2.880,3.660,-1.350,0,311.2220000,2.5300000,-2.4900000
Kepler-49 d,0,2.57654900,0.00000300,-0.00000300,0,0.031000,,,0,0.143,0.006,-0.006,0,0.01000,,,0,M-R relationship,4.280000,,,0,0.000000,,,0,M1 V,0.56,0.02,-0.02,0,0.55,0.01,-0.01,0,2.880,3.660,-1.350,0,311.2220000,2.5300000,-2.4900000
Kepler-49 e,0,18.59610800,0.00007900,-0.00007900,0,0.116000,,,0,0.139,0.007,-0.007,0,0.00961,,,0,M-R relationship,4.410000,,,0,0.000000,,,0,M1 V,0.56,0.02,-0.02,0,0.55,0.01,-0.01,0,2.880,3.660,-1.350,0,311.2220000,2.5300000,-2.4900000
Kepler-491 b,0,4.22538451,0.00000027,-0.00000027,0,0.051600,,,0,0.796,0.071,-0.045,0,0.18600,,,0,M-R relationship,0.457000,,,0,0.000000,,,0,,1.03,0.09,-0.06,0,1.04,0.03,-0.03,0,4.470,2.260,-2.430,0,630.7850000,6.4310000,-6.3050000
Kepler-493 b,0,3.00387658,0.00000099,-0.00000099,0,0.043900,,,0,1.350,0.446,-0.227,0,118.00000,,,0,M-R relationship,59.500000,,,0,0.000000,,,0,,1.54,0.51,-0.26,0,1.36,0.16,-0.14,0,2.000,0.721,-0.533,0,1745.7700000,77.5600000,-71.3300000
Kepler-494 b,0,8.02511821,0.00000227,-0.00000227,0,0.080400,,,0,0.637,0.118,-0.089,0,0.12700,,,0,M-R relationship,0.610000,,,0,0.000000,,,0,,1.26,0.23,-0.18,0,1.10,0.07,-0.06,0,4.790,1.410,-1.740,0,750.1770000,,
Kepler-495 b,0,3.41303622,0.00000060,-0.00000060,0,0.042700,,,0,0.467,0.037,-0.030,0,0.07490,,,0,M-R relationship,0.914000,,,0,0.000000,,,0,,0.83,0.07,-0.05,0,0.86,0.04,-0.05,0,4.370,5.960,-2.700,0,658.9240000,8.8990000,-8.6700000
Kepler-495 c,0,5.89660978,,,0,0.061400,,,0,0.109,,,0,0.00622,,,0,M-R relationship,6.000000,,,0,0.000000,,,0,,1.09,0.22,-0.18,0,0.89,0.06,-0.04,0,0.600,3.900,-3.900,0,658.9240000,8.8990000,-8.6700000
Kepler-496 b,0,8.30864937,0.00001090,-0.00001090,0,0.074700,,,0,0.207,0.017,-0.012,0,0.01890,,,0,M-R relationship,2.640000,,,0,0.000000,,,0,,0.82,0.06,-0.05,0,0.86,0.04,-0.05,0,4.570,6.270,-2.800,0,605.2740000,8.8210000,-8.8210000
Kepler-497 b,0,3.57320367,0.00000091,-0.00000091,0,0.045700,,,0,0.539,0.141,-0.059,0,0.09570,,,0,M-R relationship,0.758000,,,0,0.000000,,,0,,1.11,0.29,-0.12,0,1.09,0.10,-0.06,0,3.550,1.870,-1.940,0,1291.9800000,,
Kepler-498 b,0,9.61375356,0.00001173,-0.00001173,0,0.089700,,,0,0.270,0.045,-0.030,0,0.02970,,,0,M-R relationship,1.860000,,,0,0.000000,,,0,,0.96,0.16,-0.08,0,0.98,0.06,-0.06,0,3.890,3.610,-2.200,0,938.8440000,15.9930000,-15.9930000
Kepler-499 b,0,5.63252845,0.00000575,-0.00000575,0,0.059800,,,0,0.194,0.022,-0.014,0,0.01680,,,0,M-R relationship,2.880000,,,0,0.000000,,,0,,0.83,0.07,-0.05,0,0.87,0.05,-0.05,0,4.570,6.340,-2.850,0,556.7260000,6.9140000,-6.7490000
Kepler-5 b,0,3.54846570,0.00000070,-0.00000070,0,0.053800,0.001500,-0.002100,0,1.426,0.036,-0.051,0,2.11100,0.06700,-0.08600,0,Mass,0.400000,0.500000,-0.500000,0,0.000000,,,0,,1.79,0.04,-0.06,0,1.37,0.04,-0.06,0,2.880,0.340,-0.320,0,899.7770000,16.7740000,-16.1810000
Kepler-500 b,0,8.50832440,0.00000911,-0.00000911,0,0.080600,,,0,0.230,0.022,-0.015,0,0.02260,,,0,M-R relationship,2.300000,,,0,0.000000,,,0,,1.03,0.10,-0.07,0,1.02,0.04,-0.04,0,4.370,2.570,-2.290,0,807.4800000,12.1230000,-12.1230000
Kepler-501 b,0,5.64067757,0.00000378,-0.00000378,0,0.062700,,,0,0.384,0.062,-0.041,0,0.05370,,,0,M-R relationship,1.180000,,,0,0.000000,,,0,,1.04,0.17,-0.10,0,1.03,0.08,-0.06,0,3.310,2.650,-1.690,0,1125.2400000,27.0600000,-25.8500000
Kepler-501 c,0,3.62276006,,,0,0.046700,,,0,0.150,,,0,0.01090,,,0,M-R relationship,4.010000,,,0,0.000000,,,0,,1.22,0.20,-0.18,0,1.03,0.08,-0.06,0,0.300,1.200,-1.200,0,1125.2400000,27.0600000,-25.8500000
Kepler-502 b,0,4.28686431,0.00000322,-0.00000322,0,0.053500,,,0,0.426,0.130,-0.059,0,0.06410,,,0,M-R relationship,1.030000,,,0,0.000000,,,0,,1.22,0.37,-0.16,0,1.15,0.13,-0.09,0,3.090,1.310,-1.340,0,1591.0400000,55.1700000,-51.6500000
Kepler-504 b,0,9.54927542,0.00000499,-0.00000499,0,0.064600,,,0,0.142,0.016,-0.020,0,0.00993,,,0,M-R relationship,4.310000,,,0,0.000000,,,0,,0.33,0.02,-0.02,0,0.33,0.02,-0.02,0,4.170,6.100,-2.580,0,99.0688000,0.3039000,-0.3020000
Kepler-505 b,0,27.52197994,0.00003295,-0.00003295,0,0.144500,,,0,0.232,0.010,-0.008,0,0.02290,,,0,M-R relationship,2.270000,,,0,0.000000,,,0,,0.53,0.02,-0.02,0,0.55,0.02,-0.02,0,3.160,4.530,-1.590,0,283.4100000,1.7920000,-1.7920000
Kepler-506 b,0,6.88340550,0.00000315,-0.00000315,0,0.075000,,,0,0.244,0.005,-0.005,0,0.02490,,,0,M-R relationship,2.130000,,,0,0.000000,,,0,,1.19,0.02,-0.02,0,1.19,0.03,-0.03,0,1.740,0.543,-0.407,0,228.4390000,1.3530000,-1.3380000
Kepler-507 b,0,3.56809693,0.00000707,-0.00000707,0,0.047300,,,0,0.116,0.021,-0.015,0,0.00705,,,0,M-R relationship,5.600000,,,0,0.000000,,,0,,1.32,0.24,-0.17,0,1.16,0.07,-0.05,0,3.800,0.960,-1.260,0,391.6440000,3.2460000,-3.1950000
Kepler-508 b,0,25.30889748,0.00005747,-0.00005747,0,0.176300,,,0,0.146,0.023,-0.017,0,0.01050,,,0,M-R relationship,4.150000,,,0,0.000000,,,0,,1.25,0.20,-0.12,0,1.16,0.06,-0.05,0,3.550,1.190,-1.580,0,324.6180000,2.5480000,-2.5090000
Kepler-509 b,0,41.74600392,0.00004444,-0.00004444,0,0.238400,,,0,0.222,0.005,-0.005,0,0.02130,,,0,M-R relationship,2.410000,,,0,0.000000,,,0,,1.20,0.03,-0.03,0,1.10,0.04,-0.04,0,4.270,0.800,-0.760,0,332.4430000,3.7810000,-3.6980000
Kepler-51 b,0,45.15400000,0.00020000,-0.00020000,0,0.251400,0.009700,-0.009700,0,0.633,0.027,-0.027,0,0.00700,0.00500,-0.00300,0,Mass,0.030000,0.020000,-0.010000,0,0.040000,0.010000,-0.010000,0,,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0,0.300,2.300,-2.300,0,783.8310000,13.6690000,-13.2180000
Kepler-51 c,0,85.31200000,0.00300000,-0.00200000,0,0.384000,0.015000,-0.015000,0,0.803,0.250,-0.152,0,0.01300,0.00100,-0.00100,0,Mass,0.030000,0.020000,-0.030000,0,0.014000,0.013000,-0.009000,0,,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0,0.300,2.300,-2.300,0,783.8310000,13.6690000,-13.2180000
Kepler-51 d,0,130.19400000,0.00500000,-0.00200000,0,0.509000,0.020000,-0.020000,0,0.865,0.045,-0.045,0,0.02400,0.00300,-0.00300,0,Mass,0.046000,0.009000,-0.009000,0,0.008000,0.011000,-0.008000,0,,0.94,0.50,-0.50,0,1.04,0.12,-0.12,0,0.300,2.300,-2.300,0,783.8310000,13.6690000,-13.2180000
Kepler-510 b,0,19.55659418,0.00003606,-0.00003606,0,0.134000,,,0,0.220,0.021,-0.011,0,0.02100,,,0,M-R relationship,2.430000,,,0,0.000000,,,0,,1.41,0.06,-0.05,0,0.91,0.06,-0.05,0,10.470,2.300,-2.100,0,386.1770000,3.7780000,-3.7070000
Kepler-511 b,0,296.63786500,0.00044720,-0.00044720,0,0.858900,,,0,0.567,0.125,-0.091,0,0.10400,,,0,M-R relationship,0.710000,,,0,0.000000,,,0,,1.20,0.32,-0.19,0,1.00,0.06,-0.06,0,7.940,1.300,-1.990,0,651.9990000,10.4620000,-10.1430000
Kepler-511 c,0,26.62949944,,,0,0.172200,,,0,0.376,,,0,0.05180,,,0,M-R relationship,1.220000,,,0,0.000000,,,0,,1.42,0.22,-0.30,0,0.96,0.08,-0.07,0,7.940,1.300,-1.990,0,651.9990000,10.4620000,-10.1430000
Kepler-512 b,0,34.43587975,0.00008258,-0.00008258,0,0.219400,,,0,0.240,0.044,-0.028,0,0.02420,,,0,M-R relationship,2.170000,,,0,0.000000,,,0,,1.30,0.24,-0.15,0,1.17,0.07,-0.05,0,3.720,1.000,-1.500,0,467.3750000,4.8880000,-4.7890000
Kepler-513 b,0,28.86235584,0.00006735,-0.00006735,0,0.178900,,,0,0.196,0.028,-0.018,0,0.01720,,,0,M-R relationship,2.830000,,,0,0.000000,,,0,,1.06,0.15,-0.10,0,1.02,0.04,-0.04,0,5.500,1.900,-3.010,0,468.2580000,4.5290000,-4.4430000
Kepler-514 b,0,5.65179605,0.00001087,-0.00001087,0,0.067600,,,0,0.153,0.025,-0.017,0,0.01130,,,0,M-R relationship,3.900000,,,0,0.000000,,,0,,1.44,0.23,-0.16,0,1.28,0.07,-0.05,0,2.690,0.500,-0.901,0,455.3360000,4.9840000,-4.8790000
Kepler-515 b,0,19.96371318,0.00005659,-0.00005659,0,0.133300,,,0,0.130,0.005,-0.004,0,0.00859,,,0,M-R relationship,4.820000,,,0,0.000000,,,0,,0.83,0.03,-0.03,0,0.90,0.03,-0.03,0,3.390,3.430,-1.770,0,255.0000000,10.4670000,-9.1700000
Kepler-516 b,0,24.85462415,0.00002819,-0.00002819,0,0.199200,,,0,0.512,0.128,-0.103,0,0.08780,,,0,M-R relationship,0.811000,,,0,0.000000,,,0,,2.02,0.50,-0.41,0,1.62,0.18,-0.17,0,1.320,0.280,-0.190,0,687.0940000,14.1150000,-13.5670000
Kepler-517 b,0,60.92832271,0.00007053,-0.00007053,0,0.289700,,,0,0.238,0.029,-0.020,0,0.02390,,,0,M-R relationship,2.200000,,,0,0.000000,,,0,,0.98,0.12,-0.08,0,0.95,0.04,-0.04,0,6.310,3.150,-3.810,0,289.9070000,2.0700000,-2.0410000
Kepler-518 b,0,8.51203588,0.00000450,-0.00000450,0,0.081000,,,0,0.188,0.004,-0.004,0,0.01600,,,0,M-R relationship,2.980000,,,0,0.000000,,,0,,0.88,0.02,-0.02,0,0.96,0.02,-0.02,0,1.350,0.470,-0.240,0,337.9010000,2.9220000,-2.8740000
Kepler-519 b,0,24.30789460,0.00002446,-0.00002446,0,0.159400,,,0,0.187,0.005,-0.004,0,0.01590,,,0,M-R relationship,3.000000,,,0,0.000000,,,0,,0.80,0.01,-0.01,0,0.89,0.02,-0.03,0,1.910,1.260,-0.602,0,246.6100000,1.4540000,-1.4370000
Kepler-52 d,0,36.44517100,0.00025300,-0.00025300,0,0.182000,,,0,0.174,0.019,-0.019,0,0.01400,,,0,M-R relationship,3.310000,,,0,0.000000,,,0,M0 V,0.56,0.02,-0.02,0,0.58,0.01,-0.01,0,3.550,4.600,-1.950,0,321.5420000,2.4200000,-2.3830000
Kepler-520 b,0,19.67416124,0.00005245,-0.00005245,0,0.144000,,,0,0.148,0.025,-0.009,0,0.01070,,,0,M-R relationship,4.070000,,,0,0.000000,,,0,,1.09,0.05,-0.05,0,1.10,0.04,-0.04,0,2.040,1.070,-0.619,0,623.9010000,,
Kepler-520 c,0,5.21104261,0.00001231,-0.00001231,0,0.059400,,,0,0.095,0.006,-0.004,0,0.00390,,,0,M-R relationship,5.560000,,,0,0.000000,,,0,,1.09,0.05,-0.05,0,1.10,0.04,-0.04,0,2.040,1.070,-0.619,0,623.9010000,,
Kepler-521 b,0,22.20813214,0.00004013,-0.00004013,0,0.169900,,,0,0.284,0.028,-0.021,0,0.03220,,,0,M-R relationship,1.740000,,,0,0.000000,,,0,,1.46,0.14,-0.11,0,1.34,0.06,-0.06,0,1.780,0.632,-0.499,0,830.6380000,14.3490000,-13.8790000
Kepler-522 b,0,38.58422849,0.00004568,-0.00004568,0,0.255100,,,0,0.616,0.134,-0.108,0,0.12000,,,0,M-R relationship,0.636000,,,0,0.000000,,,0,,1.98,0.43,-0.35,0,1.54,0.14,-0.11,0,1.700,0.230,-0.250,0,639.2390000,10.4170000,-10.0930000
Kepler-523 b,0,5.83598311,0.00000466,-0.00000466,0,0.060600,,,0,0.175,0.007,-0.005,0,0.01420,,,0,M-R relationship,3.280000,,,0,0.000000,,,0,,0.86,0.02,-0.03,0,0.93,0.03,-0.03,0,2.450,1.760,-1.020,0,253.2950000,1.6330000,-1.6130000
Kepler-524 b,0,7.97419807,0.00002038,-0.00002038,0,0.079100,,,0,0.170,0.012,-0.011,0,0.01360,,,0,M-R relationship,3.400000,,,0,0.000000,,,0,,1.10,0.08,-0.06,0,1.09,0.04,-0.04,0,3.020,1.670,-1.340,0,1058.2400000,14.9300000,-14.9300000
Kepler-524 c,0,1.88897906,0.00001070,-0.00001070,0,0.030300,,,0,0.086,0.007,-0.006,0,0.00264,,,0,M-R relationship,5.220000,,,0,0.000000,,,0,,1.10,0.08,-0.06,0,1.09,0.04,-0.04,0,3.020,1.670,-1.340,0,1058.2400000,14.9300000,-14.9300000
Kepler-525 b,0,18.68404933,0.00005589,-0.00005589,0,0.139600,,,0,0.235,0.034,-0.046,0,0.02330,,,0,M-R relationship,2.240000,,,0,0.000000,,,0,,1.15,0.16,-0.18,0,0.95,0.04,-0.04,0,10.470,2.200,-4.470,0,992.8520000,15.7380000,-15.2630000
Kepler-526 b,0,5.45849832,0.00000907,-0.00000907,0,0.064000,,,0,0.178,0.014,-0.015,0,0.01450,,,0,M-R relationship,3.220000,,,0,0.000000,,,0,,1.14,0.07,-0.06,0,1.15,0.04,-0.04,0,2.140,1.310,-0.832,0,666.1460000,8.1420000,-7.9520000
Kepler-527 b,0,13.28535633,0.00002409,-0.00002409,0,0.117900,,,0,0.253,0.120,-0.041,0,0.02660,,,0,M-R relationship,2.030000,,,0,0.000000,,,0,,1.45,0.69,-0.24,0,1.28,0.22,-0.12,0,2.400,0.727,-0.685,0,750.0400000,7.6770000,-7.5260000
Kepler-528 b,0,19.78297415,0.00006532,-0.00006532,0,0.140900,,,0,0.186,0.026,-0.017,0,0.01570,,,0,M-R relationship,3.040000,,,0,0.000000,,,0,,1.06,0.15,-0.10,0,1.01,0.04,-0.04,0,5.500,2.300,-2.970,0,784.2300000,9.7360000,-9.7360000
Kepler-529 b,0,1.98035766,0.00000232,-0.00000232,0,0.030900,,,0,0.166,0.022,-0.015,0,0.01300,,,0,M-R relationship,3.520000,,,0,0.000000,,,0,,1.14,0.15,-0.10,0,1.07,0.06,-0.06,0,3.980,1.410,-1.890,0,799.0080000,,
Kepler-529 c,0,12.83450220,0.00003659,-0.00003659,0,0.107500,,,0,0.178,0.037,-0.019,0,0.01470,,,0,M-R relationship,3.200000,,,0,0.000000,,,0,,1.14,0.15,-0.10,0,1.07,0.06,-0.06,0,3.980,1.410,-1.890,0,799.0080000,,
Kepler-529 d,0,35.86619949,,,0,0.213400,,,0,0.249,,,0,0.02590,,,0,M-R relationship,2.070000,,,0,0.000000,,,0,,1.19,0.20,-0.18,0,1.01,0.09,-0.06,0,0.200,1.000,-1.000,0,799.0080000,,
Kepler-53 d,0,9.75196200,0.00007700,-0.00007700,0,0.091000,,,0,0.189,0.094,-0.094,0,0.01620,,,0,M-R relationship,2.960000,,,0,0.000000,,,0,,0.96,0.47,-0.47,0,0.98,0.06,-0.06,0,0.300,1.900,-1.900,0,1366.0700000,65.8100000,-60.1300000
Kepler-530 b,0,39.30941904,0.00004834,-0.00004834,0,0.221200,,,0,0.269,0.015,-0.009,0,0.02930,,,0,M-R relationship,1.880000,,,0,0.000000,,,0,,0.89,0.03,-0.03,0,0.97,0.03,-0.03,0,1.780,0.919,-0.493,0,457.7090000,3.0870000,-3.0460000
Kepler-531 b,0,29.88485741,0.00003246,-0.00003246,0,0.169400,,,0,0.248,0.007,-0.017,0,0.02560,,,0,M-R relationship,2.080000,,,0,0.000000,,,0,,0.75,0.02,-0.02,0,0.78,0.03,-0.03,0,7.760,4.650,-4.900,0,252.7620000,0.8220000,-0.8160000
Kepler-532 b,0,12.92491623,0.00001230,-0.00001230,0,0.101200,,,0,0.229,0.019,-0.012,0,0.02240,,,0,M-R relationship,2.310000,,,0,0.000000,,,0,,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,2.000,1.350,-0.621,0,312.7980000,1.9510000,-1.9280000
Kepler-533 b,0,28.51120525,0.00002321,-0.00002321,0,0.165000,,,0,0.302,0.007,-0.029,0,0.03570,,,0,M-R relationship,1.620000,,,0,0.000000,,,0,,0.72,0.01,-0.02,0,0.78,0.02,-0.03,0,3.240,2.750,-1.530,0,302.9550000,1.4395000,-1.4395000
