# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug  8 06:11:11 2023
#
# User ID:         asafka7a
#
# User preference: first*
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr not null
# CONSTRAINT:  and pl_densstr not null
# CONSTRAINT:  and st_agestr not null
# CONSTRAINT:  and sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
HD 68988 c,0,16000.00000000,11000.00000000,-3500.00000000,0,13.200000,5.300000,-2.000000,0,1.090,,,0,15.00000,2.80000,-1.50000,0,Msini,14.100000,,,0,0.450000,0.130000,-0.081000,0,G2 V,1.17,0.05,-0.05,0,3.400,1.040,-2.000,0,60.8447000,0.1918000,-0.1906000
HD 76700 b,0,3.97097000,0.00023000,-0.00023000,0,0.050000,0.000000,0.000000,0,0.856,,,0,0.21000,0.03000,-0.03000,0,Msini,0.415000,,,0,0.090000,0.080000,-0.080000,0,G6 V,0.99,0.17,-0.17,0,11.000,1.800,-1.800,0,60.8831000,0.1175000,-0.1171000
TOI-1075 b,0,0.60473280,0.00000320,-0.00000320,0,0.011590,0.000230,-0.000200,0,0.160,0.010,-0.007,0,0.03131,0.00428,-0.00409,0,Mass,9.320000,2.050000,-1.850000,0,0.000000,,,0,K9 V/M0 V,0.60,0.03,-0.03,0,6.000,3.000,-4.000,0,61.4592000,0.0943500,-0.0943500
HIP 65 A b,0,0.98097340,0.00000310,-0.00000310,0,0.017820,0.000200,-0.000210,0,2.030,0.610,-0.490,0,3.21300,0.07800,-0.07800,0,Mass,0.480000,0.610000,-0.260000,0,0.000000,,,0,K4 V,0.78,0.03,-0.03,0,4.100,4.300,-2.800,0,61.7856000,0.0806000,-0.0804000
K2-141 b,0,0.28032440,0.00000150,-0.00000150,0,0.007470,0.000100,-0.000100,0,0.135,0.004,-0.004,0,0.01564,0.00110,-0.00107,0,Mass,7.930000,1.000000,-0.910000,0,0.000000,,,0,K7 V,0.71,0.03,-0.03,0,6.300,6.600,-4.700,0,61.8736000,0.1662000,-0.1654000
K2-141 c,0,7.74850000,0.00022000,-0.00022000,0,0.068300,0.000910,-0.000910,0,0.624,0.410,-0.250,0,0.02517,,,1,Mass,0.081000,,,1,0.092000,,,1,K7 V,0.71,0.03,-0.03,0,6.300,6.600,-4.700,0,61.8736000,0.1662000,-0.1654000
TOI-122 b,0,5.07803000,0.00001500,-0.00001500,0,0.039200,0.000700,-0.000700,0,0.243,0.016,-0.016,0,0.02470,,,0,M-R relationship,2.140000,,,0,0.000000,,,0,M3 V,0.31,0.01,-0.01,0,2.000,,,-1,62.1180000,0.2165000,-0.2151000
HIP 116454 b,0,9.09490000,0.00260000,-0.00260000,0,0.077650,0.000930,-0.000930,0,0.226,0.016,-0.016,0,0.03178,0.00378,-0.00346,0,Mass,3.410000,0.940000,-0.720000,0,0.089000,,,1,K1,0.76,0.03,-0.03,0,2.000,,,0,62.4491000,0.1831000,-0.1820000
DMPP-1 b,0,18.57000000,0.01000000,-0.01000000,0,0.146200,0.001200,-0.001200,0,0.472,,,0,0.07636,0.00365,-0.00500,0,Msini,0.901000,,,0,0.083000,,,1,F8 V,1.21,0.03,-0.03,0,2.010,0.540,-0.540,0,62.5388000,0.1782000,-0.1773000
DMPP-1 c,0,6.58400000,0.00300000,-0.00200000,0,0.073300,0.000600,-0.000700,0,0.273,,,0,0.03020,0.00167,-0.00497,0,Msini,1.840000,,,0,0.057000,,,1,F8 V,1.21,0.03,-0.03,0,2.010,0.540,-0.540,0,62.5388000,0.1782000,-0.1773000
DMPP-1 d,0,2.88200000,0.00100000,-0.00100000,0,0.042200,0.000400,-0.000300,0,0.147,,,0,0.01054,0.00120,-0.00107,0,Msini,4.100000,,,0,0.070000,,,1,F8 V,1.21,0.03,-0.03,0,2.010,0.540,-0.540,0,62.5388000,0.1782000,-0.1773000
DMPP-1 e,0,5.51600000,0.00200000,-0.00400000,0,0.065100,0.000500,-0.000500,0,0.166,,,0,0.01299,0.00208,-0.00359,0,Msini,3.530000,,,0,0.070000,,,1,F8 V,1.21,0.03,-0.03,0,2.010,0.540,-0.540,0,62.5388000,0.1782000,-0.1773000
TOI-178 b,0,1.91455800,0.00001800,-0.00001800,0,0.026070,0.000780,-0.000780,0,0.103,0.007,-0.006,0,0.00472,0.00123,-0.00138,0,Mass,5.400000,1.900000,-1.700000,0,,,,,K,0.65,0.03,-0.03,0,7.100,6.100,-5.300,0,62.6990000,0.2074000,-0.2061000
TOI-178 c,0,3.23845000,0.00002000,-0.00001900,0,0.037000,0.001100,-0.001100,0,0.149,0.010,-0.009,0,0.01501,0.00173,-0.00214,0,Mass,5.620000,1.500000,-1.300000,0,,,,,K,0.65,0.03,-0.03,0,7.100,6.100,-5.300,0,62.6990000,0.2074000,-0.2061000
TOI-178 d,0,6.55770000,0.00001600,-0.00001600,0,0.059200,0.001800,-0.001800,0,0.229,0.007,-0.007,0,0.00947,0.00252,-0.00324,0,Mass,0.976000,0.300000,-0.340000,0,,,,,K,0.65,0.03,-0.03,0,7.100,6.100,-5.300,0,62.6990000,0.2074000,-0.2061000
TOI-178 e,0,9.96188100,0.00004200,-0.00004200,0,0.078300,0.002300,-0.002400,0,0.197,0.008,-0.008,0,0.01214,0.00393,-0.00296,0,Mass,1.980000,0.788000,-0.530000,0,,,,,K,0.65,0.03,-0.03,0,7.100,6.100,-5.300,0,62.6990000,0.2074000,-0.2061000
TOI-178 f,0,15.23191500,0.00011500,-0.00009500,0,0.103900,0.003100,-0.003100,0,0.204,0.010,-0.010,0,0.02429,0.00525,-0.00478,0,Mass,3.600000,1.200000,-0.830000,0,,,,,K,0.65,0.03,-0.03,0,7.100,6.100,-5.300,0,62.6990000,0.2074000,-0.2061000
TOI-178 g,0,20.70950000,0.00014000,-0.00011000,0,0.127500,0.003800,-0.003900,0,0.256,0.012,-0.012,0,0.01240,0.00412,-0.00510,0,Mass,0.915000,0.360000,-0.370000,0,,,,,K,0.65,0.03,-0.03,0,7.100,6.100,-5.300,0,62.6990000,0.2074000,-0.2061000
HD 177830 b,0,410.10001000,2.20000000,-2.20000000,0,1.140000,0.030000,-0.030000,0,1.200,,,0,1.69000,0.20000,-0.20000,0,Msini,1.200000,,,0,0.100000,0.050000,-0.050000,0,K0,1.70,0.28,-0.28,0,4.400,2.200,-2.200,0,62.7674000,0.1244000,-0.1244000
HD 177830 c,0,110.90000000,0.10000000,-0.10000000,0,0.513700,0.000300,-0.000300,0,0.702,,,0,0.15000,0.02000,-0.02000,0,Msini,0.537000,,,0,0.300000,0.100000,-0.100000,0,K0,1.47,,,0,4.400,2.200,-2.200,0,62.7674000,0.1244000,-0.1244000
HD 22946 d,0,47.42489000,0.00010000,-0.00011000,0,0.295800,0.004400,-0.004200,0,0.233,0.005,-0.005,0,0.08360,,,1,Mass,10.800000,,,1,,,,,F7/F8V,1.10,0.04,-0.04,0,2.500,1.000,-1.000,0,62.7792000,0.1161000,-0.1156000
TOI-411 b,0,4.04029500,0.00001500,-0.00001400,0,0.057270,0.000850,-0.000820,0,0.122,0.004,-0.004,0,0.04314,,,1,Mass,18.960000,,,1,0.126000,0.190000,-0.009000,0,F7/F8V,1.10,0.04,-0.04,0,2.500,1.000,-1.000,0,62.7792000,0.1161000,-0.1156000
TOI-411 c,0,9.57308300,0.00001400,-0.00001400,0,0.101700,0.001500,-0.001400,0,0.208,0.003,-0.003,0,0.03058,,,1,Mass,3.150000,,,1,0.160000,0.170000,-0.100000,0,F7/F8V,1.10,0.04,-0.04,0,2.500,1.000,-1.000,0,62.7792000,0.1161000,-0.1156000
HD 154672 b,0,163.94000000,0.01000000,-0.01000000,0,0.600000,0.020000,-0.020000,0,1.140,,,0,5.37000,0.39000,-0.39000,0,Msini,4.470000,,,0,0.610000,0.030000,-0.030000,0,G3 IV,1.18,0.12,-0.12,0,8.000,3.000,-3.000,0,63.0484000,0.1947000,-0.1936000
HD 109749 b,0,5.23989100,0.00009900,-0.00009900,0,0.061500,0.004000,-0.004000,0,0.993,,,0,0.27000,0.04500,-0.04500,0,Msini,0.345000,,,0,0.000000,,,0,G3 V,1.13,0.22,-0.22,0,3.300,1.200,-1.200,0,63.0821000,0.2965000,-0.2938000
HD 165155 b,0,434.50000000,2.10000000,-2.10000000,0,1.130000,0.040000,-0.040000,0,1.180,,,0,2.89000,0.23000,-0.23000,0,Msini,2.190000,,,0,0.200000,0.030000,-0.030000,0,G8 V,1.02,0.05,-0.05,0,11.000,4.000,-4.000,0,63.3574000,0.2184000,-0.2168000
HD 154857 b,0,408.60001000,0.50000000,-0.50000000,0,1.290000,0.020000,-0.020000,0,1.180,,,0,2.45000,0.11000,-0.11000,0,Msini,1.820000,,,0,0.460000,0.020000,-0.020000,0,G5 V,1.96,0.12,-0.12,0,5.640,0.800,-0.920,0,63.4482000,0.1565000,-0.1558000
HD 154857 c,0,3452.00000000,105.00000000,-105.00000000,0,5.360000,0.090000,-0.090000,0,1.180,,,0,2.58000,0.16000,-0.16000,0,Msini,1.960000,,,0,0.060000,0.050000,-0.050000,0,G5 V,1.72,0.03,-0.02,0,5.640,0.800,-0.920,0,63.4482000,0.1565000,-0.1558000
HD 20329 b,0,0.92611800,0.00005000,-0.00004300,0,0.018000,0.000300,-0.000300,0,0.153,0.006,-0.006,0,0.02335,0.00343,-0.00343,0,Mass,8.060000,1.530000,-1.530000,0,0.000000,,,0,,0.90,0.05,-0.05,0,11.000,2.000,-2.000,0,63.6796000,0.2863000,-0.2838000
Kepler-37 b,0,13.36702000,0.00006000,-0.00006000,0,0.101900,0.001400,-0.001400,0,0.028,0.001,-0.001,0,0.00249,,,1,Mass,140.000000,,,1,0.098000,,,1,,0.79,0.03,-0.03,0,7.600,3.400,-3.100,0,63.9207000,0.1196000,-0.1191000
Kepler-37 c,0,21.30184800,0.00001800,-0.00001800,0,0.139000,0.002000,-0.002000,0,0.067,0.003,-0.005,0,0.00409,,,1,Mass,15.000000,,,1,0.099000,,,1,,0.79,0.03,-0.03,0,7.600,3.400,-3.100,0,63.9207000,0.1196000,-0.1191000
Kepler-37 d,0,39.79226220,0.00000650,-0.00000650,0,0.210900,0.003000,-0.003000,0,0.181,0.003,-0.003,0,0.00629,,,1,Mass,1.300000,,,1,0.100000,,,1,,0.79,0.03,-0.03,0,7.600,3.400,-3.100,0,63.9207000,0.1196000,-0.1191000
TOI-824 b,0,1.39297800,0.00001800,-0.00001700,0,0.021770,0.000320,-0.000320,0,0.261,0.018,-0.017,0,0.05810,0.00580,-0.00590,0,Mass,4.030000,0.980000,-0.780000,0,,,,,K4 V,0.71,0.03,-0.03,0,7.500,1.800,-2.900,0,63.9262000,0.1435000,-0.1428000
2MASS J12073346-3932539 b,0,,,,,55.000000,,,0,1.150,,,0,5.00000,2.00000,-2.00000,0,Mass,4.070000,,,0,,,,,M8,0.02,,,0,0.008,0.004,-0.003,0,64.3080000,0.6569000,-0.6440000
HD 220197 b,0,1728.00000000,162.00000000,-80.00000000,0,2.729000,0.168000,-0.085000,0,0.832,,,0,0.20000,0.07000,-0.04000,0,Msini,0.431000,,,0,0.187000,0.279000,-0.132000,0,G5,0.91,0.02,-0.02,0,10.165,1.367,-1.367,0,64.4110000,0.1944000,-0.1932000
HD 108236 b,0,3.79596300,0.00002500,-0.00003400,0,0.045270,0.000960,-0.000880,0,0.144,0.005,-0.005,0,0.01020,,,0,M-R relationship,4.230000,,,0,0.045000,0.039000,-0.033000,0,G3 V,0.87,0.05,-0.05,0,6.700,4.000,-5.100,0,64.5978000,0.1943000,-0.1932000
HD 108236 c,0,6.20344900,0.00004900,-0.00004600,0,0.062000,0.001200,-0.001200,0,0.185,0.005,-0.005,0,0.01550,,,0,M-R relationship,3.060000,,,0,0.034000,0.042000,-0.025000,0,G3 V,0.87,0.05,-0.05,0,6.700,4.000,-5.100,0,64.5978000,0.1943000,-0.1932000
HD 108236 d,0,14.17568500,0.00008300,-0.00010000,0,0.107400,0.002300,-0.002300,0,0.227,0.006,-0.006,0,0.02200,,,0,M-R relationship,2.340000,,,0,0.055000,0.038000,-0.035000,0,G3 V,0.87,0.05,-0.05,0,6.700,4.000,-5.100,0,64.5978000,0.1943000,-0.1932000
HD 108236 e,0,19.59002500,0.00008300,-0.00008900,0,0.136700,0.002200,-0.002000,0,0.275,0.005,-0.005,0,0.03060,,,0,M-R relationship,1.820000,,,0,0.058000,0.032000,-0.036000,0,G3 V,0.87,0.05,-0.05,0,6.700,4.000,-5.100,0,64.5978000,0.1943000,-0.1932000
HD 108236 f,0,29.54115000,0.00033000,-0.00042000,0,0.175800,0.004100,-0.003800,0,0.180,0.005,-0.005,0,0.01490,,,0,M-R relationship,3.160000,,,0,0.051000,0.036000,-0.034000,0,G3 V,0.87,0.05,-0.05,0,6.700,4.000,-5.100,0,64.5978000,0.1943000,-0.1932000
WASP-107 b,0,5.72147420,,,0,0.055000,0.001000,-0.001000,0,0.940,0.020,-0.020,0,0.09600,0.00500,-0.00500,0,Mass,0.134000,0.015000,-0.013000,0,0.060000,0.040000,-0.040000,0,K6,0.68,0.02,-0.02,0,3.400,0.700,-0.700,0,64.7414000,0.2617000,-0.2596000
TOI-1696 b,0,2.50031100,0.00000400,-0.00000400,0,0.022900,0.000200,-0.000200,0,0.276,0.010,-0.010,0,0.15354,,,1,Mass,9.440000,,,1,0.000000,,,0,M5V,0.26,0.01,-0.01,0,7.100,4.600,-4.600,0,64.9172000,0.3581000,-0.3544000
K2-288 B b,0,31.39346300,0.00006700,-0.00006900,0,0.164000,0.030000,-0.030000,0,0.170,0.027,-0.027,0,0.01340,,,0,M-R relationship,3.420000,,,0,,,,,M3 V,0.33,0.02,-0.02,0,1.000,,,-1,65.6138000,0.8821000,-0.8594000
HD 191806 b,0,1603.38923000,9.94172000,-11.31279000,0,2.749000,0.106000,-0.118000,0,1.120,,,0,9.33400,0.91900,-0.85200,0,Mass,8.350000,,,0,0.213000,0.029000,-0.028000,0,K0,1.07,0.13,-0.13,0,2.900,0.400,-0.400,0,65.6668000,0.1125000,-0.1120000
HIP 97166 b,0,10.28891000,0.00004000,-0.00004000,0,0.089000,0.001000,-0.001000,0,0.244,0.012,-0.012,0,0.06293,0.00472,-0.00472,0,Mass,5.300000,0.900000,-0.900000,0,0.160000,0.030000,-0.030000,0,K0 V,0.90,0.05,-0.05,0,3.330,3.280,-3.280,0,65.9501000,0.1014000,-0.1012000
HIP 97166 c,0,16.84000000,0.22000000,-0.22000000,0,0.124000,0.002000,-0.002000,0,0.278,,,0,0.03115,0.00566,-0.00566,0,Msini,1.790000,,,0,0.250000,,,1,K0 V,0.90,0.05,-0.05,0,3.330,3.280,-3.280,0,65.9501000,0.1014000,-0.1012000
HD 80606 b,0,111.43670000,0.00040000,-0.00040000,0,0.456500,0.005100,-0.005300,0,1.070,0.030,-0.030,0,4.38000,0.74000,-0.74000,0,Mass,5.080000,0.320000,-0.320000,0,0.930000,0.000000,0.000000,0,G5,1.15,0.27,-0.27,0,5.900,1.600,-2.000,0,66.4711000,0.1612000,-0.1604000
Kepler-138 b,0,10.31340000,0.00030000,-0.00030000,0,0.075300,0.000600,-0.000600,0,0.057,0.002,-0.002,0,0.00022,0.00006,-0.00006,0,Mass,1.700000,0.500000,-0.500000,0,0.020000,0.009000,-0.009000,0,M1 V,0.54,0.01,-0.01,0,4.680,5.530,-2.810,0,66.8624000,0.1070000,-0.1070000
Kepler-138 c,0,13.78150000,0.00007000,-0.00009000,0,0.091300,0.000700,-0.000700,0,0.135,0.004,-0.004,0,0.00724,0.00189,-0.00157,0,Mass,3.600000,1.100000,-0.900000,0,0.017000,0.008000,-0.007000,0,M1 V,0.54,0.01,-0.01,0,4.680,5.530,-2.810,0,66.8624000,0.1070000,-0.1070000
Kepler-138 d,0,23.09230000,0.00060000,-0.00060000,0,0.128800,0.001000,-0.001000,0,0.135,0.004,-0.004,0,0.00661,0.00189,-0.00220,0,Mass,3.600000,1.100000,-1.100000,0,0.010000,0.005000,-0.005000,0,M1 V,0.54,0.01,-0.01,0,4.680,5.530,-2.810,0,66.8624000,0.1070000,-0.1070000
Kepler-138 e,0,38.23000000,0.00600000,-0.00600000,0,0.180300,0.001400,-0.001400,0,0.071,,,0,0.00135,0.00066,-0.00031,0,Mass,4.670000,,,0,0.112000,0.018000,-0.024000,0,M1 V,0.54,0.01,-0.01,0,4.680,5.530,-2.810,0,66.8624000,0.1070000,-0.1070000
K2-233 b,0,2.46750000,0.00004000,-0.00004000,0,0.033080,0.000100,-0.000090,0,0.120,0.002,-0.001,0,0.03543,,,1,Mass,26.260000,,,1,0.079000,0.048000,-0.029000,0,K3,0.79,0.01,-0.01,0,0.360,0.490,-0.140,0,67.5062000,0.2799000,-0.2775000
K2-233 c,0,7.06005000,0.00024000,-0.00027000,0,0.066660,0.000200,-0.000180,0,0.114,0.002,-0.002,0,0.04030,,,1,Mass,33.910000,,,1,0.200200,,,1,K3,0.79,0.01,-0.01,0,0.360,0.490,-0.140,0,67.5062000,0.2799000,-0.2775000
K2-233 d,0,24.36450000,0.00068000,-0.00068000,0,0.152240,0.000460,-0.000420,0,0.210,0.004,-0.003,0,0.06651,,,1,Mass,8.850000,,,1,0.199900,,,1,K3,0.79,0.01,-0.01,0,0.360,0.490,-0.140,0,67.5062000,0.2799000,-0.2775000
HD 163607 b,0,75.22030000,0.00940000,-0.00940000,0,0.362000,0.016000,-0.016000,0,1.240,,,0,0.78360,0.00980,-0.00980,0,Msini,0.510000,,,0,0.744100,0.007100,-0.007100,0,G5,1.12,,,0,8.600,0.600,-0.600,0,67.7855000,0.1639000,-0.1632000
HD 163607 c,0,1272.00000000,4.40000000,-4.40000000,0,2.390000,0.110000,-0.110000,0,1.190,,,0,2.20100,0.03700,-0.03700,0,Msini,1.630000,,,0,0.080000,0.014000,-0.014000,0,G5,1.12,,,0,8.600,0.600,-0.600,0,67.7855000,0.1639000,-0.1632000
HD 86264 b,0,1488.79123000,58.01645000,-46.45772000,0,2.763000,0.145000,-0.155000,0,1.110,,,0,9.80800,11.77300,-1.91600,0,Mass,8.770000,,,0,0.821000,0.101000,-0.185000,0,F7 V,1.26,0.18,-0.18,0,2.240,,,0,67.8107000,0.2753000,-0.2731000
HD 11977 b,0,711.00000000,8.00000000,-8.00000000,0,1.930000,,,0,1.130,,,0,6.54000,,,0,Msini,5.580000,,,0,0.400000,0.070000,-0.070000,0,G8 III/IV,1.91,0.21,-0.21,0,1.200,0.700,-0.700,0,67.9331000,0.7082500,-0.7082500
TOI-1064 b,0,6.44386800,0.00002500,-0.00002500,0,0.061520,0.000860,-0.000890,0,0.231,0.004,-0.004,0,0.04248,0.00535,-0.00566,0,Mass,4.300620,0.551362,-0.606498,0,0.047000,0.038000,-0.030000,0,,0.75,0.03,-0.03,0,9.400,3.800,-3.800,0,68.0726000,0.3639000,-0.3601000
TOI-1064 c,0,12.22657400,0.00004600,-0.00004300,0,0.094290,0.001320,-0.001360,0,0.237,0.004,-0.004,0,0.00787,0.00566,-0.00629,0,Mass,0.771906,0.496225,-0.606498,0,0.088000,0.081000,-0.064000,0,,0.75,0.03,-0.03,0,9.400,3.800,-3.800,0,68.0726000,0.3639000,-0.3601000
HD 66141 b,0,480.50000000,0.50000000,-0.50000000,0,1.200000,0.100000,-0.100000,0,1.140,,,0,6.00000,0.30000,-0.30000,0,Msini,5.000000,,,0,0.070000,0.030000,-0.030000,0,K2 III,1.10,0.10,-0.10,0,6.840,1.390,-1.390,0,68.1509000,2.1134500,-2.1134500
Kepler-409 b,0,68.95832160,0.00000390,-0.00000390,0,0.319200,0.006000,-0.006000,0,0.107,0.004,-0.004,0,0.01888,,,1,Mass,19.000000,,,1,0.690000,,,1,,0.91,0.05,-0.05,0,5.800,4.500,-3.600,0,68.1730000,0.0996000,-0.0993000
HD 143361 b,0,1039.15000000,1.64000000,-1.70000000,0,1.988000,0.018000,-0.018000,0,1.150,,,0,4.35000,1.20000,-0.66000,0,Mass,3.540000,,,0,0.197000,0.006000,-0.006000,0,G6 V,0.97,0.03,-0.03,0,2.942,2.749,-2.749,0,68.5146000,0.2971000,-0.2946000
TOI-4184 b,0,4.90198040,0.00000520,-0.00000520,0,0.033600,0.001500,-0.001500,0,0.217,0.019,-0.019,0,0.02040,,,0,M-R relationship,2.480000,,,0,,,,,M5.5+/-0.5,0.21,0.03,-0.03,0,6.700,4.900,-4.700,0,69.3649000,0.3243000,-0.3215000
2MASS J22362452+4751425 b,0,,,,,230.000000,20.000000,-20.000000,0,1.100,,,0,12.50000,1.50000,-1.50000,0,Mass,11.700000,,,0,,,,,K7 V,0.60,0.05,-0.05,0,0.120,0.010,-0.010,0,69.5737000,0.1592000,-0.1585000
HD 179079 b,0,14.47900000,0.01000000,-0.01000000,0,0.121400,0.006800,-0.006800,0,0.488,,,0,0.08100,0.02000,-0.02000,0,Msini,0.860000,,,0,0.049000,0.087000,-0.087000,0,G5 IV,1.14,0.19,-0.19,0,6.990,0.710,-0.710,0,69.7116000,0.3982000,-0.3938000
HD 72892 b,0,39.44603000,0.00168000,-0.00145000,0,0.228000,0.009000,-0.010000,0,1.140,,,0,5.46800,0.45200,-0.47500,0,Msini,4.550000,,,0,0.419000,0.003000,-0.003000,0,G5 V,1.01,0.13,-0.13,0,8.000,3.000,-3.000,0,69.7311000,0.1871000,-0.1862000
eps CrB b,0,417.90000000,0.50000000,-0.50000000,0,1.300000,,,0,1.130,,,0,6.70000,0.30000,-0.30000,0,Msini,5.710000,,,0,0.110000,0.030000,-0.030000,0,K2 III,1.70,0.10,-0.10,0,1.740,0.370,-0.370,0,69.8683000,1.0730000,-1.0415000
HD 132406 b,0,974.00000000,39.00000000,-39.00000000,0,1.980000,0.060000,-0.060000,0,1.140,,,0,6.20000,2.20000,-1.10000,0,Mass,5.290000,,,0,0.340000,0.090000,-0.090000,0,G0 V,1.03,0.15,-0.15,0,7.187,0.660,-0.660,0,70.7832000,0.1387000,-0.1381000
HAT-P-20 b,0,2.87531700,0.00000400,-0.00000400,0,0.036100,0.000500,-0.000500,0,0.867,0.033,-0.033,0,7.24600,0.18700,-0.18700,0,Mass,13.780000,1.500000,-1.500000,0,0.015000,0.005000,-0.005000,0,K3,0.76,0.03,-0.03,0,6.700,5.700,-3.800,0,71.0374000,0.1994000,-0.1983000
HD 148427 b,0,331.50000000,3.00000000,-3.00000000,0,1.040000,0.020000,-0.020000,0,1.220,,,0,1.30000,0.17000,-0.17000,0,Msini,0.903000,,,0,0.160000,0.080000,-0.080000,0,K0 III/IV,1.64,0.27,-0.27,0,2.500,,,0,71.3499000,0.3070500,-0.3070500
HD 192699 b,0,340.94000000,0.92000000,-0.92000000,0,1.063000,0.049000,-0.049000,0,1.190,,,0,2.09600,0.09300,-0.09300,0,Msini,1.520000,,,0,0.082000,0.041000,-0.041000,0,G8 IV,1.38,,,0,1.800,1.000,-1.000,0,71.8627000,0.2667000,-0.2667000
24 Sex b,0,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,1.190,,,0,1.99000,0.26000,-0.38000,0,Msini,1.440000,,,0,0.090000,0.140000,-0.060000,0,K0 IV,1.54,0.08,-0.08,0,2.700,0.400,-0.400,0,72.0691000,0.6854000,-0.6728000
24 Sex c,0,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,1.240,,,0,0.86000,0.35000,-0.22000,0,Msini,0.559000,,,0,0.290000,0.160000,-0.090000,0,K0 IV,1.54,0.08,-0.08,0,2.700,0.400,-0.400,0,72.0691000,0.6854000,-0.6728000
HD 95872 b,0,4375.00000000,170.00000000,-170.00000000,0,5.150000,0.160000,-0.160000,0,1.160,,,0,3.74000,0.93000,-0.93000,0,Msini,2.970000,,,0,0.060000,0.040000,-0.040000,0,K0 V,0.70,0.25,-0.25,0,10.000,3.700,-3.700,0,72.2195000,0.1792000,-0.1784000
HD 200964 b,0,606.30000000,3.80000000,-3.80000000,0,1.565000,0.083000,-0.083000,0,1.210,,,0,1.59900,0.06700,-0.06700,0,Msini,1.140000,,,0,0.087000,0.035000,-0.035000,0,G8 IV,1.39,,,0,3.000,0.600,-0.600,0,72.5922000,0.2415500,-0.2415500
HD 200964 c,0,852.50000000,7.10000000,-7.10000000,0,1.960000,0.100000,-0.100000,0,1.220,,,0,1.21400,0.07200,-0.07200,0,Msini,0.825000,,,0,0.243000,0.047000,-0.047000,0,G8 IV,1.39,,,0,3.000,0.600,-0.600,0,72.5922000,0.2415500,-0.2415500
